MRR Site Info Code,MRR Site Info Name,MRR Site Info RKM Mask,MRR Site Type Name,MRR Site Subbasin Code,MRR Site Subbasin Name,MRR Site Latitude Value,MRR Site Longitude Value,New metric
LONERC,"Lone Rock Creek, Lower Mainstem John Day River",351.034.076,River,17070204,Lower John Day,45.145508,'-119.931341,1
LOOH,Lookingglass Hatchery,522.271.137.003,Hatchery,17060104,Upper Grande Ronde,45.731538,'-117.864406,1
LOOKGC,Lookingglass Creek,522.271.137,River,17060104,Upper Grande Ronde,45.757199,'-117.960012,1
LOONC,Loon Creek,522.303.319.073,River,17060205,Upper Middle Fork Salmon,44.623599,'-114.760172,1
LOONYC,Loony Creek - tributary to Lost Creek,981.076.022.015,River,17020004,Sanpoil,48.44771,'-118.988761,1
LOP,"Lookout Point Dam (USACE), MF Willamette River",163.301.032,Dam,17090001,Middle Fork Willamette,43.914761,'-122.752150,1
LOPTAL,LOP - Release into the Tailrace within 0.5 km downstream of Dam,163.301.032,Intra-Dam Release Site,17090001,Middle Fork Willamette,43.914761,'-122.752150,1
LOSTC,Lost Creek - tributary to West Fork Sanpoil River,981.076.022,River,17020004,Sanpoil,48.449075,'-119.072508,1
LOSTIP,Lostine River Pond,522.271.131.042.021,Acclimation Pond,17060105,Wallowa,45.420648,'-117.425588,1
LOSTIR,Lostine River,522.271.131.042,River,17060105,Wallowa,45.372814,'-117.423589,1
LOSTIW,Lostine River Weir,522.271.131.042.001,Trap or Weir,17060105,Wallowa,45.543266,'-117.484500,1
LOSTR,"Lost River, Methow River Basin",843.122,River,17020008,Methow,48.782236,'-120.396830,1
LOUIEC,Louie Creek - tributary to Sanpoil River,981.034,River,17020004,Sanpoil,48.190104,'-118.651770,1
LOUPLC,"Loup Loup Creek, Okanogan River Basin",858.028,River,17020006,Okanogan,48.375647,'-119.763312,1
LRSNKC,Little Rattlesnake Creek - Tributary to Rattlesnake Creek,539.187.045.002,River,17030002,Naches,46.758038,'-121.037889,1
LSALR,Little Salmon River,522.303.140,River,17060210,Little Salmon,45.118761,'-116.304225,1
LSFTRP,Lower SF Salmon River Trap at rkm 61,522.303.215.061,Trap or Weir,17060208,South Fork Salmon,45.014682,'-115.715024,1
LSHEEC,"Little Sheep Creek, tributary to Big Sheep Creek, Imnaha drainage",522.308.032.005,River,17060102,Imnaha,45.380538,'-117.032880,1
LSHEEF,Little Sheep Facility,522.308.032.005.008,Acclimation Pond,17060102,Imnaha,45.477819,'-116.930252,1
LTIMBC,"Little Timber Creek, Lemhi River Basin",522.303.416.089.007,River,17060204,Lemhi,44.629773,'-113.421376,1
LTNACR,Little Naches River- Naches Subbasin,539.187.072,River,17030002,Naches,47.044388,'-121.185319,1
LTNANF,North Fork Little Naches River - Tributary to Little Naches River,539.187.072.021,River,17030002,Naches,47.11637,'-121.339402,1
LUGUAF,"Lukes Gulch Acclimation Facility, SF Clearwater River",522.224.120.014,Acclimation Pond,17060305,South Fork Clearwater,46.032707,'-115.975900,1
LUNION,Lake Union,***,Other,17110012,Lake Washington,47.641594,'-122.330412,1
LWBEAR,"Bear Creek, Lake Washington below Redmond Way Bridge",***,Other,17110012,Lake Washington,,,1
LWCEDR,"Cedar River, Lake Washington at Logan Street Bridge",***,Other,17110012,Lake Washington,,,1
LWD,"Lowden Diversion Dam II, Walla Walla River",509.051,Dam,17070102,Walla Walla,46.043254,'-118.525830,1
LWDTAL,LWD - Release into the Tailrace within 0.5 km downstream of Dam,509.051,Intra-Dam Release Site,17070102,Walla Walla,46.043254,'-118.525830,1
LWENAT,Little Wenatchee River,754.090.008,River,17020011,Wenatchee,47.868174,'-120.998064,1
LWISSQ,"Lake Washington, Issaquah Creek at SE 56th Street Bridge",***,Other,17110012,Lake Washington,,,1
LWSALR,Little White Salmon River,261,River,17070105,Middle Columbia-Hood,45.817158,'-121.655702,1
LWSCCL,Ballard Locks,***,Other,17110012,Lake Washington,,,1
LWSCFC,"Ship Canal, Lake Washington at Fremont Cut/Bridge",***,Other,17110012,Lake Washington,,,1
LWSCMC,"Ship Canal, Lake Washington at Montlake Cut/Bridge",***,Other,17110012,Lake Washington,,,1
LWSCML,"Ship Canal, Lake Washington at King County/Metro Environmental Lab",***,Other,17110012,Lake Washington,,,1
LWSH,Little White Salmon National Fish Hatchery,261.002,Hatchery,17070105,Middle Columbia-Hood,45.722739,'-121.639754,1
LYFE,Lyons Ferry Hatchery,522.095,Hatchery,17060110,Lower Snake,46.596918,'-118.228727,1
LYLFAT,"Lyle Falls Adult Fish Trap, Klickitat River",290.004,Trap or Weir,17070106,Klickitat,45.71656,'-121.259717,1
MADRVR,Mad River (Entiat River watershed),778.017,River,17020010,Upper Columbia-Entiat,47.820929,'-120.516178,1
MAHOGC,"Mahogany Creek, Imnaha River Basin",522.308.083,River,17060102,Imnaha,45.20021,'-116.899988,1
MANASC,Manastash Creek - tributary to Yakima River,539.253,River,17030001,Upper Yakima,46.974912,'-120.651573,1
MANCRS,"Manchester Research Station, Puget Sound",***,Other,17110019,Puget Sound,47.57084,'-122.552481,1
MARI,Marion Forks Fish Hatchery,163.174.019.115.001,Hatchery,17090005,North Santiam,44.612174,'-121.948690,1
MARIOC,"Marion Creek, tributary to North Santiam River",163.174.019.115,River,17090005,North Santiam,44.575521,'-121.914264,1
MARION,Marion Drain,539.136,River,17030003,Lower Yakima,46.324572,'-120.401259,1
MARSHC,Marsh Creek,522.303.319.170,River,17060205,Upper Middle Fork Salmon,44.390257,'-115.163260,1
MARTR2,Lower Marsh Creek Trap at rkm 8,522.303.319.170.008,Trap or Weir,17060205,Upper Middle Fork Salmon,44.408447,'-115.181647,1
MARTRP,Marsh Creek Trap,522.303.319.170.011,Trap or Weir,17060205,Upper Middle Fork Salmon,44.393832,'-115.167355,1
MASON,"Mason Creek, tributary to East Fork Lewis River",140.006.009,River,17080002,Lewis,45.852602,'-122.570557,1
MAVA,Magic Valley Hatchery,*,Hatchery,17040212,Upper Snake-Rock,42.658121,'-114.652491,1
MCCA,McCall Hatchery,*,Hatchery,17050123,North Fork Payette,44.907775,'-116.116500,1
MCCULC,"McCully Creek, tributary to Little Sheep Creek, Imnaha drainage",522.308.032.005.033,River,17060102,Imnaha,45.25185,'-117.146972,1
MCD,Mill Creek Diversion Dam (aka Bennington Dam),509.054.019,Dam,17070102,Walla Walla,46.079843,'-118.254402,1
MCDEVC,"McDevitt Creek, Lemhi River Basin",522.303.416.042,River,17060204,Lemhi,44.923326,'-113.733079,1
MCI,McIntyre Dam,858.166,Dam,17020006,Okanogan,49.256873,'-119.528401,1
MCITAL,MCI - Release into the Tailrace within 0.5 km downstream of Dam,858.166,Intra-Dam Release Site,17020006,Okanogan,49.256873,'-119.528401,1
MCKA2C,"McKay Creek, Crooked River",328.177.072,River,17070305,Lower Crooked,44.428618,'-120.790601,1
MCKAYC,"McKay Creek, Umatilla River",465.082,River,17070103,Umatilla,45.502588,'-118.672137,1
MCKE,McKenzie Hatchery,163.282.053,Hatchery,17090004,Mckenzie,44.118158,'-122.636929,1
MCKER,McKenzie River,163.282,River,17090004,Mckenzie,44.126381,'-122.472196,1
MCKESF,South Fork McKenzie River,163.282.090,River,17090004,Mckenzie,43.967194,'-122.158542,1
MCN,McNary Dam,470,Dam,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNBPS,MCN - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNBYP,MCN - Release into the Facility Bypass Flume/Pipe,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNCOL,MCN - Release into the Collection Channel upstream of the Dewatering Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNDTG,MCN - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNDWT,MCN - Release into the Dewatering Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNFBY,MCN - Release into the Forebay within 0.5 km upstream of Dam,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNGAT,MCN - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNGWL,MCN - Release into Gatewell(s),470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNICE,MCN - Release into the Ice/Trash Sluiceway,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNLD1,MCN - Release into the Left Bank (Oregon) Adult Fish Ladder,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNMRT,MCN - Mortality Recovery,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNOFL,MCN - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNORI,MCN - Release into Orifice(s),470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNRBR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNRRR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNRTR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNRXR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNSEP,MCN - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNSPL,MCN - Release directly into Spill Bay(s),470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNSRR,MCN - Release into the Separator Return Flume/Pipe with Direct Return to the River,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNSTS,MCN - Release onto the Submerged Traveling Screen,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNTAL,MCN - Release into the Tailrace within 0.5 km downstream of Dam,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MCNTRB,MCN - Release into Turbine(s),470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.936309,'-119.297864,1
MDSH,Marion Drain Sturgeon Hatchery,*,Hatchery,17030003,Lower Yakima,46.3349,'-120.474700,1
MDVAP,"Mid-Valley Acclimation Pond, Methow River Watershed",843.088,Acclimation Pond,17020008,Methow,48.504212,'-120.256140,1
MEACHC,"Meacham Creek, Umatilla River",465.127,River,17070103,Umatilla,45.483181,'-118.274421,1
MEACHE,East Fork Meacham Creek,465.127.031,River,17070103,Umatilla,45.474633,'-118.227999,1
MEACHN,North Fork Meacham Creek,465.127.024,River,17070103,Umatilla,45.561969,'-118.194337,1
MEAD2C,"Meadow Creek, South Fork Clearwater",522.224.120.053,River,17060305,South Fork Clearwater,45.905769,'-115.888561,1
MEADOC,"Meadow Creek, Selway River",522.224.120.037.031,River,17060302,Lower Selway,45.88185,'-115.116841,1
MEGC,"Megler Creek, tributary to Columbia River",13,River,17080006,Lower Columbia,46.258888,'-123.869140,1
MERH,Merwin Hatchery (WDFW),*,Hatchery,17080002,Lewis,45.954945,'-122.564750,1
METH,Methow Hatchery,843.085,Hatchery,17020008,Methow,48.476747,'-120.204967,1
METHR,Methow River,843,River,17020008,Methow,48.353595,'-120.109236,1
METOLR,Metolius River,328.177,River,17070301,Upper Deschutes,44.667067,'-121.579160,1
METRO,King County/Metro Environmental Lab,***,Other,17110012,Lake Washington,,,1
METRWT,Upper Methow River Rotary Screw Trap,843.081,Trap or Weir,17020008,Methow,48.474824,'-120.190456,1
METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,843.03,Trap or Weir,17020008,Methow,48.151085,'-120.056584,1
MFD,Mayfield Dam,111.085,Dam,17080005,Lower Cowlitz,46.503113,'-122.588220,1
MFDFTF,Mayfield Dam Entrance to Counting House Raceways,111.085,Intra-Dam Release Site,17080005,Lower Cowlitz,46.503113,'-122.588220,1
MFDLBN,Mayfield Dam North Louver Bay,111.085,Intra-Dam Release Site,17080005,Lower Cowlitz,46.503113,'-122.588220,1
MFDLBS,Mayfield Dam South Louver Bay,111.085,Intra-Dam Release Site,17080005,Lower Cowlitz,46.503113,'-122.588220,1
MFDSEP,Mayfield Dam Secondary Separator Downwell,111.085,Intra-Dam Release Site,17080005,Lower Cowlitz,46.503113,'-122.588220,1
MFLBC,Middle Fork Little Boulder Creek,1031.039.008,River,17020002,Kettle,48.91612,'-118.332056,1
MHP,Merwin Hydroelectric Project,140.031,Dam,17080002,Lewis,45.957154,'-122.556063,1
MHPFBY,MHP - Release into the Forebay within 0.5 km upstream of Dam,140.031,Intra-Dam Release Site,17080002,Lewis,45.957154,'-122.556063,1
MHPTAL,MHP - Release into the Tailrace within 0.5 km downstream of Dam,140.031,Intra-Dam Release Site,17080002,Lewis,45.957154,'-122.556063,1
MILL2C,"Mill Creek, SF Clearwater River",522.224.120.052,River,17060305,South Fork Clearwater,45.917551,'-116.051048,1
MILL3C,"Mill Creek, Columbia River at The Dalles, OR",304,River,17070105,Middle Columbia-Hood,45.573559,'-121.238811,1
MILL4C,"Mill Creek, Lower Columbia River, Washington",87,River,17080003,Lower Columbia-Clatskanie,46.241965,'-123.255037,1
MILL5C,"Mill Creek, Lemhi River Basin",522.303.416.066,River,17060204,Lemhi,44.709911,'-113.594346,1
MILLC,"Mill Creek, Walla Walla River",509.054,River,17070102,Walla Walla,46.066783,'-118.159971,1
MINAMR,Minam River,522.271.131.016,River,17060105,Wallowa,45.338877,'-117.600179,1
MINKC,Mink Creek,522.224.120.037.051,River,17060302,Lower Selway,46.047786,'-115.085498,1
MINP,Minthorn Acclimation Pond,465.109,Acclimation Pond,17070103,Umatilla,45.669251,'-118.620154,1
MINTO,Minto Fish Facility,163.174.019.069,Hatchery,17090005,North Santiam,44.757781,'-122.360141,1
MIS2EF,"East Fork Mission Creek, Wenatchee Basin",754.017.017,River,17020011,Wenatchee,47.357548,'-120.452344,1
MISS2C,"Mission Creek, Wenatchee River",754.017,River,17020011,Wenatchee,47.409938,'-120.509648,1
MISSC,Mission Creek,522.224.019.016,River,17060306,Clearwater,46.226835,'-116.702121,1
MISSNC,"Mission Creek, Umatilla River",465.098,River,17070103,Umatilla,45.626217,'-118.616137,1
MLAK2C,"Middle Fork Lake Creek, Metolius River watershed",328.177.061.003,River,17070301,Upper Deschutes,44.440252,'-121.681220,1
MLRSNI,"Miller Sands Island, Columbia River Estuary",38,Avian Colony,17080006,Lower Columbia,46.246187,'-123.650665,1
MOLALR,Molalla River,163.057,River,17090009,Molalla-Pudding,45.092574,'-122.506024,1
MONCWF,"West Fork Monumental Creek, Big Creek watershed, MF Salmon River",522.303.319.029.038.024,River,17060206,Lower Middle Fork Salmon,45.011558,'-115.214680,1
MONT,Montlake Hatchery,*,Hatchery,17110012,Lake Washington,47.644913,'-122.308123,1
MONUMC,"Monumental Creek, Big Creek watershed, MF Salmon River",522.303.319.029.038,River,17060206,Lower Middle Fork Salmon,45.024687,'-115.113680,1
MOONSC,"Moonshine Creek, Umatilla River",465.108,River,17070103,Umatilla,45.635425,'-118.554572,1
MOOS2C,Moose Creek (Selway River),522.224.120.037.065,River,17060302,Lower Selway,46.142178,'-114.912683,1
MOOS2N,"North Fork Moose Creek, Selway River",522.224.120.037.065.006,River,17060302,Lower Selway,46.264942,'-114.940412,1
MOOS3C,"Moose Creek, Potlatch River watershed",522.224.024.076,River,17060306,Clearwater,46.879628,'-116.450395,1
MOOSEC,Moose Creek,522.303.282.031,River,17060207,Middle Salmon-Chamberlain,45.321243,'-115.279569,1
MOSESC,Moses Creek - tributary to South Fork Haden Creek,981.076.022.019.003.000,River,17020004,Sanpoil,48.404035,'-119.106325,1
MOYERC,"Moyer Creek, trib. to Panther Creek, Salmon River",522.303.338.047,River,17060203,Middle Salmon-Panther,44.950951,'-114.272095,1
MPOTLC,"Middle Potlatch Creek, Potlatch River watershed",522.224.024.016,River,17060306,Clearwater,46.664804,'-116.797264,1
MSANTR,"Middle Santiam River, Oregon",163.174.019.064,River,17090006,South Santiam,44.521436,'-122.324995,1
MSKF,Methow Steelhead Kelt Facility,843.081,Other,17020008,Methow,48.473126,'-120.190372,1
MSLA2C,"Middle Fk South Fk Lake Creek, Metolius River watershed",328.177.061,River,17070301,Upper Deschutes,44.438077,'-121.665809,1
MUDDYP,Muddy River Acclimation Pond,140.087.008,Acclimation Pond,17080002,Lewis,46.123474,'-122.015801,1
MUDDYR,Muddy River - tributary to Lewis River,140.087,River,17080002,Lewis,46.168627,'-122.034597,1
MULTCH,"Multnomah Channel, Columbia River",139,River,17090012,Lower Willamette,45.736149,'-122.842850,1
MURDSF,"South Fork Murderers Creek, South Fork John Day River Basin",351.341.027.012,River,17070201,Upper John Day,44.259827,'-119.356110,1
MUSCRC,"Musgrove Creek, trib. to Panther Creek, Salmon River",522.303.338.047,River,17060203,Middle Salmon-Panther,45.067093,'-114.385849,1
MVFLAP,"Moving Falls Acc. Ponds, WF Hood River",273.020.004,Acclimation Pond,17070105,Middle Columbia-Hood,45.572948,'-121.657419,1
MXWLCN,Maxwell Diversion Canal - headgate to diversion screen (km 000-002),465.024,River,17070103,Umatilla,45.799623,'-119.341995,1
NAF,Nason Acclimation Facility,754.089.014,Acclimation Pond,17020011,Wenatchee,47.76742,'-120.800302,1
NAPEEC,"Napeequa River, tributary to White River",754.090.028,River,17020011,Wenatchee,48.019253,'-120.899577,1
NASONC,Nason Creek (tributary to Wenatchee River),754.089,River,17020011,Wenatchee,47.781943,'-120.877637,1
NATCHR,Natches River,539.187,River,17030002,Naches,46.77322,'-120.855647,1
NBG,"Nursery Bridge Diversion Dam, Walla Walla River",509.072,Dam,17070102,Walla Walla,45.937596,'-118.382622,1
NBGFBY,NBG - Release into the Forebay within 0.5 km upstream of Dam,509.072,Intra-Dam Release Site,17070102,Walla Walla,45.937596,'-118.382622,1
NBGTAL,NBG - Release into the Tailrace within 0.5 km downstream of Dam,509.072,Intra-Dam Release Site,17070102,Walla Walla,45.937596,'-118.382622,1
NEALC,"Neal Creek, tributary to Hood River (OR)",273.007,River,17070105,Middle Columbia-Hood,45.59497,'-121.499429,1
NESPR,"Nespelem River, tributary to Columbia River",928,River,17020005,Chief Joseph,48.243304,'-118.982548,1
NEWSOC,Newsome Creek,522.224.120.084,River,17060305,South Fork Clearwater,45.908325,'-115.629708,1
NFCHEW,North Fork Chewelah Creek,1121.073.003.000,River,17020003,Colville,48.376785,'-117.664615,1
NFLBC,North Fork Little Boulder Creek,1031.039.006,River,17020002,Kettle,48.939881,'-118.312400,1
NFSTRP,North Fork Salmon River Rotary Screw Trap,522.303.381.001,Trap or Weir,17060203,Middle Salmon-Panther,45.409864,'-113.991860,1
NFTEAN,North Fork Teanaway River,539.284.017,River,17030001,Upper Yakima,47.362064,'-120.858683,1
NFTRAP,North Fork Tieton River Trap,539.187.028.037.023,Trap or Weir,17030002,Naches,46.572475,'-121.3581,1
NILEC,"Nile Creek, tributary to Naches River",539.187.047,River,17030003,Lower Yakima,46.866786,'-121.065210,1
NISP,Niagara Springs Hatchery,*,Hatchery,17040212,Upper Snake-Rock,42.66309,'-114.677111,1
NLVP,North Lapwai Valley Acclimation Pond,522.224.019.001,Acclimation Pond,17060306,Clearwater,46.443505,'-116.814940,1
NNANAC,North Nanamkin Creek - tributary to Sanpoil River,981.055,River,17020004,Sanpoil,48.339672,'-118.794017,1
NONE,DEPRECATED NULL VALUE USED ONLY TO SUPPORT LEGACY DATA.,*,Other,N/A,,,,1
NPTH,Nez Perce Tribal Hatchery,522.224.038,Hatchery,17060306,Clearwater,46.5199,'-116.660600,1
NRPTBL,Northport Boat Launch,1179,Other,17020001,Franklin D. Roosevelt Lake,48.921955,'-117.771978,1
NSANTR,"North Santiam River, Oregon",163.174.019,River,17090005,North Santiam,44.752004,'-122.285741,1
NSCAPC,North Scappoose Creek,139.003.004.009,River,17090012,Lower Willamette,45.823945,'-122.951115,1
OAKC,"Oak Creek, Tributary to Tieton River",539.187.028.003,River,17030002,Naches,46.729441,'-120.937223,1
OASP,Oak Springs Hatchery,*,Hatchery,17070306,Lower Deschutes,45.219711,'-121.080617,1
OBRIEC,"O Brien Creek, tributary to Sanpoil River",981.107,River,17020004,Sanpoil,48.62322,'-118.672309,1
OCEAN,OCEAN RECOVERY,~~~,Other,N/A,,46.8986,'-124.698600,1
OCHOCC,"Ochoco Creek, Crooked River",328.177.072,River,17070305,Lower Crooked,44.323004,'-120.597291,1
OHARAC,O'Hara Creek,522.224.120.037.012,River,17060302,Lower Selway,46.043502,'-115.518201,1
OKANR,Okanogan River,858,River,17020006,Okanogan,48.764855,'-119.407613,1
OKRCRY,Cormorant Rookery on Cassimer Bar,858.001,Avian Colony,17020006,Okanogan,48.098795,'-119.716320,1
OLDMAC,Old Man Creek,522.224.120.037.028,River,17060303,Lochsa,46.232963,'-115.272768,1
OMAKC,Omak Creek (tributary to Okanogan River),858.052,River,17020006,Okanogan,48.353831,'-119.288554,1
OMAKP,Omak Acclimation Pond,858.052,Acclimation Pond,17020006,Okanogan,48.40563,'-119.498926,1
ONAF,Okanagan Nation Alliance k? cp??lk? stim? Hatchery,858.195.001,Hatchery,17020006,Okanogan,49.478939,'-119.606870,1
ONIONC,Onion Creek - Upper Columbia Basin,1171,River,17020001,Franklin D. Roosevelt Lake,48.798608,'-117.812043,1
OROFC,Orofino Creek,522.224.072,River,17060306,Clearwater,46.494854,'-115.923478,1
OSOYBR,Osoyoos Lake Narrows Hwy 3 Bridge,858.135,Trap or Weir,17020006,Okanogan,49.028349,'-119.459720,1
OSOYHA,Osoyoos Lake at Haynes Point Campground,858.134,Other,17020006,Okanogan,49.015098,'-119.457224,1
OSOYOL,Osoyoos Lake,858.13,Other,17020006,Okanogan,49.018503,'-119.458285,1
OXBH,"Oxbox Hatchery, Cascade Locks, OR (ODFW)",*,Hatchery,17070105,Middle Columbia-Hood,45.675482,'-121.860393,1
OXBO,Oxbow Hatchery (IDFG),*,Hatchery,17050201,Brownlee Reservoir,44.97254,'-116.854655,1
PAHH,Pahsimeroi Hatchery,522.303.489.011,Hatchery,17060202,Pahsimeroi,44.684139,'-114.039471,1
PAHP,Pahsimeroi Pond,522.303.489.011,Acclimation Pond,17060202,Pahsimeroi,44.6232,'-113.986600,1
PAHSIR,Pahsimeroi River,522.303.489,River,17060202,Pahsimeroi,44.454454,'-113.807906,1
PAHSIW,Pahsimeroi Weir,522.303.489.002,Trap or Weir,17060202,Pahsimeroi,44.684484,'-114.040419,1
PAHTRP,Pahsimeroi River Trap,522.303.489.002,Trap or Weir,17060202,Pahsimeroi,44.684528,'-114.040438,1
PANT2C,"Panther Creek (trib. to Wind River, Wash.)",251.007,River,17070105,Middle Columbia-Hood,45.842708,'-121.859988,1
PANTHC,Panther Creek (Salmon River),522.303.338,River,17060203,Middle Salmon-Panther,45.091717,'-114.235359,1
PAPOOC,Papoose Creek,522.224.120.037.105,River,17060303,Lochsa,46.523831,'-114.761858,1
PARK,Parkdale Hatchery,273.023.005.000,Hatchery,17070105,Middle Columbia-Hood,45.5238,'-121.620900,1
PARTRC,Partridge Creek,522.303.160,River,17060209,Lower Salmon,45.336958,'-116.152735,1
PATAHC,Patah Creek - tributary to Tucannon River,522.100.019,River,17060107,Lower Snake-Tucannon,46.472851,'-117.545078,1
PATITC,Patit Creek - tributary to Touchet River,509.035.101,River,17070102,Walla Walla,46.344021,'-117.925397,1
PATTEC,"Pattee Creek, Lemhi River Basin",522.303.416.037,River,17060204,Lemhi,45.020531,'-113.561406,1
PEARSC,"Pearson Creek, Umatilla River",465.077.026.018,River,17070103,Umatilla,45.324062,'-118.730528,1
PELTON,Pelton Ladder (Deschutes River) Acclimation Pond,328.161,Acclimation Pond,17070306,Lower Deschutes,44.695077,'-121.230100,1
PENAWC,Penawawa Creek - tributary to Snake River,522.145,River,17060107,Lower Snake-Tucannon,46.747772,'-117.541357,1
PENP,Pendleton Acclimation Pond,465.09,Acclimation Pond,17070103,Umatilla,45.67076,'-118.743820,1
PER,Pelton Reregulating Dam,328.161,Dam,17070306,Lower Deschutes,44.724097,'-121.247569,1
PERAFT,PER - Adult Fish Trap,328.161,Intra-Dam Release Site,17070306,Lower Deschutes,44.72582,'-121.247052,1
PERTAL,PER - Release into the Tailrace within 0.5 km downstream of Dam,328.161,Intra-Dam Release Site,17070306,Lower Deschutes,44.724097,'-121.247569,1
PESHAR,Peshastin River,754.029,River,17020011,Wenatchee,47.456842,'-120.658820,1
PETEKC,Pete King Creek,522.224.120.037.003,River,17060303,Lochsa,46.190118,'-115.655556,1
PETTL,Pettit Lake,522.303.633.002.002,Other,17060201,Upper Salmon,43.979589,'-114.878795,1
PETTLC,Pettit Lake Creek,522.303.633.002,River,17060201,Upper Salmon,43.972322,'-114.906960,1
PHOEBC,"Phoebe Creek, SF Salmon River",522.303.215.076,River,17060208,South Fork Salmon,44.923094,'-115.683004,1
PIAHC,"Piah Creek, Secesh River Basin",522.303.215.059.038,River,17060208,South Fork Salmon,45.291426,'-115.817287,1
PINE2C,"Pine Creek, Potlatch River watershed",522.224.024.028,River,17060306,Clearwater,46.705841,'-116.554567,1
PINEC,"Pine Creek, Walla Walla River",509.038,River,17070102,Walla Walla,45.874361,'-118.477525,1
PINHC,Pinhead Creek - Clackamas Subbasin,163.040.109,River,17090011,Clackamas,44.947154,'-121.857827,1
PISTOC,"Pistol Creek, Middle Fork Salmon River",522.303.319.118,River,17060205,Upper Middle Fork Salmon,44.708598,'-115.298801,1
PIVASC,"Pivash Creek, Potlatch River watershed",522.224.024.065.022,River,17060306,Clearwater,46.855394,'-116.269033,1
PLAP,Pittsburg Landing Acclimation Facility,522.346,Acclimation Pond,17060101,Hells Canyon,45.632858,'-116.477255,1
POISNC,"Poison Creek, tributary to Salmon River",522.303.462,River,17060203,Middle Salmon-Panther,44.878885,'-113.910695,1
POLEC,Pole Creek,522.303.642,River,17060201,Upper Salmon,43.915485,'-114.730903,1
POSTOC,Post Office Creek,522.224.120.037.082,River,17060303,Lochsa,46.50767,'-114.947398,1
POTATC,"Potato Creek, tributary to Entiat River",778.025,River,17020010,Upper Columbia-Entiat,47.814628,'-120.340600,1
POTHOL,"Potholes Reservoir, Grant County, Washington",___,Avian Colony,17020015,Lower Crab,47.015002,'-119.347626,1
POTR,Potlatch River,522.224.024,River,17060306,Clearwater,46.725228,'-116.502165,1
POTREF,East Fork Potlatch River,522.224.024.065,River,17060306,Clearwater,46.847724,'-116.349116,1
POTRWF,West Fork Potlatch River,522.224.024.083,River,17060306,Clearwater,46.923856,'-116.451557,1
POWP,Powell Rearing Pond,522.224.120.037.113,Acclimation Pond,17060303,Lochsa,46.508071,'-114.680862,1
